2022-02-04 16:08:59.056229 [info]:========== Server init ==========
2022-02-04 16:08:59.056387 [info]:Port:12345, OpenLinger: false
2022-02-04 16:08:59.056413 [info]:Listen Mode: LT, OpenConn Mode: LT
2022-02-04 16:08:59.056424 [info]:LogSys level: 1
2022-02-04 16:08:59.056435 [info]:srcDir: /home/xf/a-web/myweb/resources/
2022-02-04 16:08:59.056444 [info]:SqlConnPool num: 12, ThreadPool num: 6
2022-02-04 16:08:59.056453 [info]:========== Server start ==========
2022-02-04 16:09:02.089790 [info]:Client[6] in!
2022-02-04 16:09:02.090054 [info]:Client[6] quit!
2022-02-04 16:09:03.093215 [info]:Client[6] in!
2022-02-04 16:09:03.093330 [info]:Client[7] in!
2022-02-04 16:09:03.093352 [info]:Client[8] in!
2022-02-04 16:09:03.093377 [info]:Client[9] in!
2022-02-04 16:09:03.093403 [info]:Client[10] in!
2022-02-04 16:09:03.093420 [info]:Client[11] in!
2022-02-04 16:09:03.095410 [info]:Client[12] in!
2022-02-04 16:09:03.095588 [info]:Client[8] quit!
2022-02-04 16:09:03.097056 [info]:Client[8] in!
2022-02-04 16:09:03.097123 [info]:Client[11] quit!
2022-02-04 16:09:03.097172 [info]:Client[13] in!
2022-02-04 16:09:03.097207 [info]:Client[11] in!
2022-02-04 16:09:03.097239 [info]:Client[14] in!
2022-02-04 16:09:03.098480 [info]:Client[7] quit!
2022-02-04 16:09:03.099680 [info]:Client[7] in!
2022-02-04 16:09:03.099780 [info]:Client[15] in!
2022-02-04 16:09:03.099827 [info]:Client[16] in!
2022-02-04 16:09:03.099880 [info]:Client[17] in!
2022-02-04 16:09:03.099912 [info]:Client[18] in!
2022-02-04 16:09:03.099944 [info]:Client[19] in!
2022-02-04 16:09:03.099972 [info]:Client[20] in!
2022-02-04 16:09:03.099977 [info]:Client[9] quit!
2022-02-04 16:09:03.099998 [info]:Client[21] in!
2022-02-04 16:09:03.100037 [info]:Client[9] in!
2022-02-04 16:09:03.100062 [info]:Client[12] quit!
2022-02-04 16:09:03.100128 [info]:Client[10] quit!
2022-02-04 16:09:03.100191 [info]:Client[6] quit!
2022-02-04 16:09:03.100065 [info]:Client[22] in!
2022-02-04 16:09:03.100511 [info]:Client[6] in!
2022-02-04 16:09:03.100544 [info]:Client[10] in!
